State,Pulse_Index,Combined_PI_Ratio,Combined_Amp_Ratio,Combined_Delta_A_Ratio,Red_PI,Red_Amplitude,Red_AUC,Red_S_AUC,Red_D_AUC,Red_AUC_Ratio,Red_Crest_Time,Red_Decay_Time,Red_Pulse_Width,Red_PW50,Red_Rise_Decay_Ratio,Red_Upslope,Red_Downslope,Red_b_a,Red_c_a,Red_d_a,Red_e_a,Red_Skewness,Red_Kurtosis,Red_Variance,IR_PI,IR_Amplitude,IR_AUC,IR_S_AUC,IR_D_AUC,IR_AUC_Ratio,IR_Crest_Time,IR_Decay_Time,IR_Pulse_Width,IR_PW50,IR_Rise_Decay_Ratio,IR_Upslope,IR_Downslope,IR_b_a,IR_c_a,IR_d_a,IR_e_a,IR_Skewness,IR_Kurtosis,IR_Variance
Normal,10,0.5027615691079192,0.7241616560988425,0.502459546410824,0.12133117112012254,0.003185339692947259,3.1127756945726253,0.5508747053960156,2.5619009891766096,0.21502575927087766,0.219,0.7795,0.9985,0.4885,0.28094932645529835,10.051229387747185,-4.659087952485038,-0.3805653246858291,0.08822476231732675,-0.22501628053566428,0.46325426846422424,-0.05358069827852678,-1.3880935524952633,0.09908272217836514,0.24132943634844042,0.0043986582190652735,4.428612905496003,0.716645250021156,3.711967655474847,0.19306344141896195,0.161,0.801,0.962,0.517,0.20099875153545582,11.17292071098609,-1.7688526378599363,-1.0005571963157065,0.1626608830429223,-0.15497981590199164,0.16067335743895864,-0.11370446958085637,-1.3710622604307872,0.10237754204319369
Normal,11,0.4874770542472981,0.7021924344882213,0.48717838103033323,0.11641150559298745,0.003056491126060105,2.8570372060669165,0.5218863514962118,2.3351508545707045,0.2234914932593537,0.186,0.716,0.902,0.49,0.25977653627656755,10.958415611469832,-3.42086742503065,-1.002055427190846,0.0815849755513746,-0.23025561940132808,0.2928158610017179,-0.15508903808296207,-1.117682256498511,0.08858258969837832,0.23880406206198213,0.004352782664297035,4.445488893915456,0.7003479965607972,3.74514089735466,0.18700177529683334,0.1625,0.7995,0.962,0.5255,0.2032520324949028,10.827406058173267,-2.0398854833691473,-0.9745114315650673,0.2515210932379152,-0.24746927646428635,0.14737744275440343,-0.15316952965556666,-1.3608177891521416,0.10286457629435607
Normal,12,0.44380809730869486,0.6393053880093522,0.4435095155867314,0.10724440206769552,0.0028159582717717426,2.8380618661567767,0.5866296002164483,2.251432265940328,0.2605584050050833,0.274,0.685,0.959,0.5635,0.39999999994160584,9.589179289848062,-5.14146694240128,-0.2464426120015244,0.6119650322929873,-0.504791246312539,0.7764140860858972,-0.23487414679743462,-1.3156611622058754,0.10255576616602466,0.2416458786537654,0.004404715274822633,4.521693185888386,0.742009733085876,3.7796834528025105,0.19631531114492373,0.1675,0.8,0.9675,0.521,0.20937499997382814,10.723311249217204,-1.6943916980893619,-0.9650280543366754,0.20264751862975475,-0.1910812965790047,0.2004817121884682,-0.13136912560288813,-1.3244638471375305,0.1027389944365725
Normal,13,0.5182806330005474,0.7465808224012357,0.5179810253650545,0.12423656886184911,0.0032621446889125674,3.517921600076835,0.5062302219139362,3.011691378162899,0.16808834582709553,0.248,0.7985,1.0465,0.641,0.31058234185215,9.423373809108739,-3.8467795328606087,-0.34159429250832835,0.7183434051783286,-0.4295341243700991,0.34280248994790796,-0.2101116071932671,-1.3050214196609502,0.08999324869460892,0.23970906062551517,0.004369446035008528,4.4504532683293725,0.7208228066024409,3.729630461726932,0.19326922974812663,0.163,0.8005,0.9635,0.52,0.20362273576469422,11.107302926414945,-1.9129937699848938,-0.9925439070674482,0.2429004048956056,-0.23110308422801856,0.13691136706478707,-0.1445011689238466,-1.3544037432297518,0.10494107025401822
Normal,14,0.5357048520147535,0.7715800679077315,0.5354040223242903,0.12942002569538366,0.0033980040190520005,3.458174366827927,1.1825621189126276,2.2756122479152987,0.5196676718294221,0.266,0.712,0.978,0.6035,0.3735955055655063,10.407708842843192,-3.2508902909758035,-0.876417413787343,0.3197998481047712,-0.5167170035633734,0.47530931416349376,-0.2778654159191804,-1.153321172024528,0.07847467812462547,0.24158829222737838,0.00440395505693693,4.45713151120163,0.6983525850916712,3.758778926109959,0.18579240726877014,0.162,0.8055,0.9675,0.5165,0.20111731841078617,10.990655229911056,-1.6304930312996646,-0.9703725355254368,0.2513618356240526,-0.23471216117799934,0.1722578352942961,-0.11599765992369074,-1.3335471799121947,0.1004068277395555
Normal,15,0.4536545471130783,0.6533764878063356,0.4533578480776625,0.10848839357254642,0.0028483116683527946,3.0533992561632846,0.9974899798259758,2.0559092763373084,0.4851819052806305,0.2595,0.6905,0.95,0.63,0.3758146270273983,11.373657363308155,-4.3974634696335215,-1.0515169405292428,0.5212005274980296,-0.3835278780986419,0.4179964743664659,-0.45643705419522235,-1.1216520548263553,0.10006408074092524,0.2391431756268495,0.004359372668242389,4.48166428471672,0.6930856778761195,3.7885786068406,0.18294082023437508,0.16,0.8025,0.9625,0.5185,0.19937694701565398,11.119936237611398,-1.8836968307950883,-1.0755820828720255,0.2772334367248802,-0.23829603412216233,0.1690367346548878,-0.16633980138015836,-1.3589844281932557,0.1037267667816274
Normal,16,0.5097377110103172,0.7340622075395019,0.5094318659966371,0.12461175259333958,0.0032713045894450146,3.269311467304493,0.4405675152084916,2.8287439520960014,0.15574669275615124,0.1625,0.789,0.9515,0.536,0.2059569074517165,11.309551008802828,-3.06834888063068,-1.436384272607897,0.6190841218698638,-0.45914200548492945,0.16768912871454403,-0.2970749274030483,-1.0589351710178732,0.08214678167288028,0.2444624849256078,0.004456440452102632,4.4627566057914825,0.7101423528360346,3.752614252955448,0.18923936886340595,0.163,0.8015,0.9645,0.516,0.2033686836926552,11.056284380291004,-1.6694133504176136,-0.9714923240684761,0.2153204203867749,-0.21693946572104345,0.14606082121331168,-0.12521249623575373,-1.368948309874087,0.10206725082719109
Normal,17,0.5472355204179469,0.7880471199330196,0.5469371701189318,0.13162057163959612,0.003455301252492425,3.3125081372716405,0.5933675676074778,2.719140569664163,0.21821879096855293,0.192,0.796,0.988,0.5435,0.2412060301204515,9.658143245016959,-2.9546968752628118,-1.1587530764411875,0.18576595213717254,-0.3288290553656383,0.4457290468555654,-0.11511094153707316,-0.979210147690778,0.0805260714655924,0.2405190475656815,0.0043846377789965125,4.468804201226849,0.707861506468925,3.760942694757925,0.18821385059568568,0.1625,0.804,0.9665,0.53,0.20211442783555789,11.024504406730443,-1.7218938120774965,-0.996823802836813,0.128059694625771,-0.18467286626877277,0.14660778221964393,-0.1574957767463365,-1.355243643033938,0.10329675846847017
Normal,18,0.48201928971529223,0.6943273959621482,0.481715950714151,0.11698310959872256,0.0030716541297308533,3.011398505572685,0.589202360549826,2.422196145022858,0.2432512997496908,0.186,0.747,0.933,0.532,0.24899598390241018,9.655803282579598,-2.5285402656607516,-0.8257135470875006,0.365144930686774,-0.321342531541674,0.3038116837974274,-0.1722724716145035,-1.2938901651267594,0.09340521705963442,0.24269382423608843,0.004423927498988629,4.5225333785361945,0.724662958294795,3.7978704202413995,0.1908077101350007,0.163,0.805,0.968,0.5235,0.2024844720245361,10.983284997556439,-2.0565137831373193,-0.9798439441182747,0.21390851613745543,-0.19152469411172485,0.14358878519115192,-0.13603411468829787,-1.3433549447420152,0.10315109164488961
Normal,19,0.48617943347410425,0.7004430916631297,0.48587384366147535,0.11880360807927803,0.0031197799414728186,3.20471807025248,0.4393366535740738,2.765381416678407,0.1588701836601943,0.1795,0.812,0.9915,0.587,0.22105911327326855,10.03818146658125,-3.2407174503148326,-1.076793188152673,0.556532987794956,-0.41495796640841925,0.5407647760288747,-0.3648195444106702,-1.1874720357070576,0.08293569373042498,0.24436163900754104,0.004454009053070843,4.4710921718172045,0.6898989557909885,3.7811932160262156,0.18245535638027544,0.156,0.8085,0.9645,0.5195,0.19294990721175634,11.342074076418442,-2.0960674630081257,-1.0438898652873472,0.2859626147502959,-0.2902810913889704,0.16433967909315045,-0.13665972222631498,-1.3661276153416748,0.10198833765931227
Normal,20,0.4714860248765362,0.6794510827446628,0.47118354611008606,0.11432847172553719,0.003002674455473435,3.071547060216601,1.1004786188066427,1.9710684414099582,0.5583157822584837,0.2715,0.604,0.8755,0.5715,0.4495033111838571,9.414423513413738,-3.0912096495632397,-0.6947645194028687,0.19463913466944177,-0.351939992159944,0.5083118199987179,-0.460111424141984,-1.0056502449711089,0.08759988227270302,0.24248537809513027,0.004419264997560876,4.404572260047049,0.6983502044432284,3.7062220556038206,0.1884264336964046,0.159,0.8,0.959,0.503,0.19874999997515624,11.25197051290968,-1.9340044282131714,-1.0644965792475343,0.1918801443090315,-0.19469424331323515,0.16078222314204865,-0.1173075356139511,-1.3523212469497994,0.10201641597470833
Normal,21,0.47239089631615305,0.6808292712334589,0.4720930366099772,0.11277750373525314,0.0029614473416641586,2.891589584710885,0.4406509032164024,2.4509386814944825,0.1797886281388862,0.24,0.813,1.053,0.4795,0.29520295199320995,12.075849657106346,-2.7537937398502663,-0.3275448693478623,0.6977727536550759,-0.464932534275791,0.41431079714314156,0.019450024620701164,-1.4410408814771525,0.10368199666937655,0.23873766384772047,0.004349764909807675,4.431098458867163,0.720177826610146,3.7109206322570176,0.1940698543457449,0.1655,0.7995,0.965,0.5245,0.20700437771019334,10.826294491443605,-1.8620982868565932,-0.9958814086437392,0.23000774820084113,-0.20841769276276176,0.1640069850877053,-0.15035834499708892,-1.3387587316790406,0.102856211769868
Normal,22,0.4591102285672153,0.6617937944093507,0.45881108142540816,0.11048517222238544,0.0029016312191140073,2.8515333030560783,1.1424832289281963,1.709050074127882,0.6684902017539478,0.2935,0.689,0.9825,0.51,0.42597968063483604,11.863366424329342,-3.888195541676737,-1.2108301498139422,0.7623905126985164,-0.7301464509129514,0.36245983789856434,0.001707075869741215,-1.2527672339565903,0.09473129584417482,0.2406506341063811,0.004384494350727974,4.475864060652158,0.734763861006824,3.7411001996453344,0.1964031492812839,0.167,0.797,0.964,0.5165,0.20953575907032174,10.90106748843607,-1.9227507504105006,-1.0338710152357187,0.21870120699162987,-0.23311684113474335,0.19650972487582843,-0.1305119442019879,-1.354552134710963,0.10342083863263174
Normal,23,0.4490735520303681,0.6473954606250862,0.4487755769135865,0.10804906521924887,0.002837933273940484,2.8572183815239733,0.3575739419985904,2.4996444395253827,0.1430499219529716,0.1315,0.816,0.9475,0.5015,0.16115196076456473,12.935829033260916,-2.970243411055037,-1.0481369957190572,0.41617752383899875,-0.37881081930749505,0.21874352420216747,-0.2530659430429953,-1.2187851162991898,0.09325179969563073,0.24060437368930138,0.00438361616941336,4.483776046012651,0.708559209717218,3.7752168362954337,0.1876870231363315,0.162,0.804,0.966,0.5175,0.20149253728837158,11.06455573033304,-1.830533333975609,-0.9933534711267941,0.25157283980091466,-0.21592773246878913,0.1967360919000006,-0.1321521297970441,-1.3702785694646837,0.10253342355758757
Normal,24,0.4197047086959824,0.605089381607645,0.41941258448991464,0.10057135913872879,0.0026416684901616957,2.7959953314631547,0.41004478330938143,2.3859505481537733,0.1718580393920924,0.1565,0.7735,0.93,0.534,0.2023270846538685,11.484562760615347,-3.8841110823494773,-0.9284120135513217,0.34769329543409694,-0.33744077883734935,0.2784606942439018,-0.35724989440265364,-1.3635464889107076,0.10412061069579423,0.23962408058862267,0.004365749110708542,4.453154278454234,0.7299961861532519,3.723158092300982,0.1960690811500012,0.1645,0.8005,0.965,0.525,0.20549656462142454,10.929135647237501,-1.7165507636108543,-1.0818953792196107,0.19907184091781419,-0.1877307301031894,0.18807221152286804,-0.13525514617737627,-1.3408541474481626,0.10244773571997504
Normal,25,0.4362274234649884,0.628892747021709,0.43593335393263377,0.10420594759274356,0.002737092022043967,2.7271073067923965,0.44807236073925866,2.2790349460531383,0.1966061825842449,0.207,0.8035,1.0105,0.514,0.25762289978125413,9.791678333536083,-3.9888422171716797,-0.5550891204173861,0.40682803183430316,-0.36072592142824417,0.3649111871028646,-0.06019636077621958,-1.5734420573711518,0.11142934567547333,0.23887985400138576,0.004352239665852291,4.4482280881539475,0.7301783975408287,3.718049690613119,0.19638747684428637,0.165,0.796,0.961,0.5135,0.207286432134763,10.866287290097944,-2.105591306605902,-0.9669047547533031,0.19537003701157216,-0.20159360519939912,0.1442752559728255,-0.14296593310979427,-1.357909214395662,0.10365421826988847
Normal,26,0.4757201669053313,0.685814016503541,0.4754215161501543,0.11379425378904419,0.002988884321383801,3.0472007193859536,0.9123965674351554,2.134804151950798,0.42739122769583443,0.2435,0.712,0.9555,0.5585,0.341994381974439,10.843772277471544,-3.0911705325669345,-0.955224596427969,0.3816278025682094,-0.4013491219151664,0.39606329176625693,-0.27944031659655927,-1.2828472383202043,0.08978603922667167,0.2392041728442728,0.004358155681974119,4.4077720533513824,0.7432421060563915,3.6645299472949913,0.2028205845567563,0.1685,0.7955,0.964,0.5195,0.2118164676037943,10.657600569428098,-2.0265655683546697,-0.9344177433699034,0.22751713374833296,-0.22142773358023077,0.1638595979094829,-0.132577108106034,-1.353757355392568,0.1045000816668606
Normal,27,0.5063798886406782,0.7300631989091482,0.5060780551816213,0.12214336908814706,0.0032084543174461895,3.2616953275029896,0.5181565072440524,2.7435388202589372,0.18886428848718165,0.158,0.791,0.949,0.527,0.1997471554741154,10.95533183524418,-2.549385390161774,-0.913125551736218,0.2634007277586723,-0.159421357927882,0.3109165627720254,-0.2575192469428665,-1.0633872671228364,0.08076635401813347,0.24120895549421356,0.004394762329116033,4.4375261947195455,0.7049882152969071,3.7325379794226383,0.18887636754524584,0.164,0.797,0.961,0.5175,0.20577164363792075,10.846455664465509,-1.9917478734409997,-1.0026628618850928,0.2622923568018384,-0.22859183502835834,0.20706747611969656,-0.15320723593308055,-1.3294426130778905,0.10107700768943233
Normal,28,0.45472877512231,0.6556601552083821,0.4544364170769902,0.10711328875828814,0.002813931022964811,3.047578258072262,0.4307369748443554,2.616841283227907,0.16460187233693277,0.1645,0.805,0.9695,0.581,0.2043478260615717,10.880430169951865,-3.2413594080809958,-1.2269550234905824,0.45822093122067376,-0.3930835288841479,0.5282204282110077,-0.40577434189062866,-1.1977345692632182,0.0960906726670199,0.23555422500014012,0.004291752266849999,4.535774476549865,0.7410296457558005,3.7947448307940648,0.19527785892818766,0.1705,0.802,0.9725,0.5515,0.2125935161829684,10.659397359574484,-1.7960234837048148,-1.0072966477578946,0.1823265114062637,-0.16720168010705913,0.1378639540694423,-0.1947423665748847,-1.2923416374169643,0.09884068410232524
Normal,29,0.444136757103042,0.6404002181069391,0.44385508752185016,0.1012358759057291,0.002659655444685295,2.6098051991968423,0.7032348218253801,1.906570377371462,0.3688480793234743,0.232,0.7395,0.9715,0.5655,0.3137254901536544,9.255875792647316,-3.7096834111524686,-0.7796959091073895,0.3118251605322485,-0.5850827199209506,0.6291116670848926,-0.19066023090960227,-0.9415094226176013,0.0707662302037357,0.22793851182907496,0.004153114420396938,3.9381696000312996,0.6411212991132769,3.2970483009180223,0.19445311095846526,0.157,0.807,0.964,0.5775,0.19454770753475245,11.260772346182023,-1.638823328674107,-0.9577342588554739,0.1750231381985877,-0.1812317620699209,0.2089862419711775,-0.15587117235329062,-0.9081685207642969,0.06828199246089181
Ischaemia,0,0.4960468157239858,0.7149148850940201,0.4958593345580951,0.07434591009418848,0.001960243645685374,1.8613171444297838,0.2806380760543889,1.580679068375395,0.17754272935686521,0.1635,0.819,0.9825,0.612,0.19963369960932434,10.946206856683943,-2.8001193686912984,-1.3665880199553933,0.8849034684626307,-0.5928304692211172,0.5470717609631678,-0.20536830490747757,-1.1340520533904335,0.07955675577925418,0.14987679141527707,0.0027419258083234473,2.905980109205675,0.39128563695447216,2.514694472251203,0.1555996727461789,0.143,0.8225,0.9655,0.565,0.17386018234968265,12.298038976426028,-2.032316708197868,-0.9777536435137576,0.36855736234943437,-0.3287460476054208,0.20738484039386576,-0.24905543694484236,-1.3347970930762336,0.09971639818699951
Ischaemia,1,0.42539594414437837,0.6130677776867954,0.42520994208051616,0.06469328858555733,0.0017057174920756283,1.8033879499354115,0.4493574724320661,1.3540304775033454,0.33186658636180455,0.2305,0.768,0.9985,0.7105,0.3001302082942539,10.24768670841297,-5.975628340157726,-1.0897777231088166,0.37735654290734405,-0.41071073577346434,0.4766537548104474,-0.22090806169864727,-1.3252327125774919,0.08823283328903755,0.15207781179163912,0.002782265669229592,2.815601283438167,0.44984145064337205,2.3657598327947946,0.19014671074744574,0.1585,0.817,0.9755,0.5305,0.19400244795667046,11.338972705803826,-2.161340578254169,-0.8778455614305533,0.24093758897937365,-0.23929676126815055,0.19332275596653745,-0.1405423826303572,-1.3748024836075532,0.1021109750186652
Ischaemia,2,0.49255970252987025,0.7098905104811588,0.49237016494122526,0.07464453661137592,0.0019682565272780067,2.03219857675754,0.29395721062601143,1.7382413661315286,0.16911184852498626,0.1385,0.8215,0.96,0.6465,0.16859403528075545,12.51911067088082,-5.757012473733653,-0.968847037198214,0.2222268273817883,-0.36249872785056575,0.47082873036255535,-0.039049789844101,-0.8977086431072245,0.07324047492290128,0.15154413018593046,0.002772619759284971,2.8231207883754865,0.4458967542587243,2.3772240341167623,0.18757035426222943,0.1605,0.8205,0.981,0.5425,0.1956124314204007,11.230090471973426,-2.287170264446047,-0.9669205139185764,0.2092933967088622,-0.2656856586687241,0.2949345449546122,-0.1261384928964614,-1.3881227141541537,0.10362081908366265
Ischaemia,3,0.4723253648299681,0.6806669780083292,0.4721321133801602,0.07318885849357468,0.0019297825382271316,1.7742388804548055,0.5799019682359485,1.1943369122188567,0.485543034176214,0.2665,0.731,0.9975,0.475,0.3645690833974598,8.442326152056467,-5.41024312536797,-0.8389240041707511,0.7830749195986019,-1.1973201993917557,0.9415909279556282,0.04747794503914282,-1.1484613613088983,0.07228163602091772,0.15495431585691744,0.0028351345555312356,2.9089096105269157,0.4249936624956206,2.483915948031295,0.17109824622501932,0.1495,0.825,0.9745,0.5365,0.18121212119015612,11.86365147445622,-1.9941171775005273,-0.9663772899963602,0.28409917262124845,-0.22850450444244294,0.20135614978727254,-0.1314509309928182,-1.3569800606679894,0.09960186489399094
Ischaemia,4,0.4057152793453133,0.5846994416278812,0.40553058069406417,0.06211326854400318,0.0016378484618295116,1.6608753149385431,0.24821851530631212,1.4126567996322312,0.1757104169628192,0.1465,0.718,0.8645,0.531,0.204038997186067,11.94780023637037,-6.838170816255172,-0.8797085029912763,0.32916484082796804,-0.4133596776346318,0.3229907407356291,-0.3183499345683184,-0.8461804563916617,0.07709654606217708,0.1530956994916261,0.0028011800367032658,2.9082063424486497,0.43993317511103264,2.4682731673376166,0.1782352054524579,0.1535,0.8245,0.978,0.519,0.18617343842496378,11.715291952178859,-2.3199331353788466,-0.8900730664849488,0.1959731465511986,-0.2240049755772222,0.20407355308800143,-0.1595087846385991,-1.3920847520053485,0.10299758406604811
Ischaemia,5,0.4187992005672754,0.6035323927678329,0.4186102111620898,0.06498581591960534,0.0017136046674116347,1.7962138565865347,0.288343604339186,1.5078702522473486,0.19122573967508977,0.2585,0.8215,1.08,0.582,0.3146682896756338,12.130963041854272,-6.401602719524078,-0.8062981923240843,0.8332401413996868,-0.5549047679640348,0.32561424486756324,0.012680083975628793,-1.557966010439939,0.10376292489126517,0.15517176642768443,0.002839291855072948,2.877448627151315,0.4158809817997145,2.4615676453516,0.16894964579509528,0.1475,0.8255,0.973,0.5375,0.178679588106762,12.023000596599502,-1.9742057511474513,-1.1191263964040137,0.2268878407864208,-0.2698632760253227,0.21455319583836685,-0.17450331595525953,-1.3631089753764245,0.1007798446786736
