Channel,Depth,Feature,Pair,AUC,AUC_bootstrap_mean,CI_lower,CI_upper,Cutoff,Sensitivity,Specificity,n_samples
Red,15,Amplitude,Normal vs Ischaemia,0.435759209344115,0.43589090698114225,0.4352534273739059,0.4363992895918665,0.0026308965988497413,0.3867924528301887,0.6857142857142857,2504679
Red,15,Amplitude,Normal vs Congestion,0.5163110562511022,0.516385239530025,0.5157463429248648,0.5169333965340125,0.0024664655607198327,0.6320754716981132,0.514018691588785,2563192
Red,15,Amplitude,Ischaemia vs Congestion,0.5095683133066311,0.5095918503496465,0.5089910534297222,0.5101121122384947,0.0024664655651096545,0.638095238095238,0.514018691588785,2506063
Red,15,RiseTime_s,Normal vs Ischaemia,0.47306306306306306,0.4730437058729525,0.4724060114786173,0.47368498345597365,0.192,0.6133333333333333,0.43243243243243246,1768770
Red,15,RiseTime_s,Normal vs Congestion,0.4832456140350877,0.483364415359574,0.48273611935991395,0.4840861777793085,0.412,0.37333333333333335,0.6973684210526316,1817084
Red,15,RiseTime_s,Ischaemia vs Congestion,0.502400426742532,0.5023857548548015,0.5015557207673247,0.5031114037304034,0.4595,0.2972972972972973,0.8157894736842105,1773254
Red,15,FallTime_s,Normal vs Ischaemia,0.5501801801801802,0.5502176411133286,0.5493596022588613,0.5510460563284287,0.258,0.6133333333333333,0.5540540540540541,1768770
Red,15,FallTime_s,Normal vs Congestion,0.5850877192982457,0.5849795014683772,0.5840366042327301,0.5858789211911752,0.2915,0.5733333333333334,0.618421052631579,1817084
Red,15,FallTime_s,Ischaemia vs Congestion,0.5351173541963016,0.5351453422893914,0.5340059382510266,0.535950090340044,0.35,0.3918918918918919,0.75,1773254
Red,15,PulseWidth_s,Normal vs Ischaemia,0.49396396396396397,0.49398483865900855,0.49333307657331377,0.49473717029199943,0.486,0.7333333333333333,0.3513513513513513,1768770
Red,15,PulseWidth_s,Normal vs Congestion,0.5457017543859649,0.545722021834088,0.5448854572268634,0.5463604772017109,0.486,0.7333333333333333,0.4736842105263158,1817084
Red,15,PulseWidth_s,Ischaemia vs Congestion,0.5454302987197724,0.5454390082944593,0.5448320745034776,0.5461972592034953,0.485,0.6756756756756757,0.4736842105263158,1773254
Red,15,RiseFall_ratio,Normal vs Ischaemia,0.4627027027027027,0.4626862083252016,0.46196063306516677,0.4634972575891904,15.336421705679474,0.12,0.9324324324324325,1768770
Red,15,RiseFall_ratio,Normal vs Congestion,0.4396491228070175,0.43979609703881545,0.4390990658591746,0.4404769992972542,32.65133451272979,0.06666666666666667,0.9605263157894737,1817084
Red,15,RiseFall_ratio,Ischaemia vs Congestion,0.4735064011379801,0.4734824605048374,0.4726245646274503,0.4745197555303938,2.885502454528926,0.35135135135135137,0.7105263157894737,1773254
Red,15,PW_amp_ratio,Normal vs Ischaemia,0.4936936936936937,0.493719084857022,0.4930176358833785,0.49443659232747167,0.0012462228327227995,0.64,0.43243243243243246,1768770
Red,15,PW_amp_ratio,Normal vs Congestion,0.5266666666666667,0.5267331278019648,0.5259765185987828,0.5273485037525013,0.0013639554556311168,0.5866666666666667,0.5394736842105263,1817084
Red,15,PW_amp_ratio,Ischaemia vs Congestion,0.5279160739687055,0.5279147647208472,0.5272758514397363,0.5286689834190849,0.001323998715513264,0.5675675675675675,0.513157894736842,1773254
Red,15,IR_Red_amp_ratio,Normal vs Ischaemia,0.7132366655206774,0.7131880269368271,0.7125346919217386,0.7137842548645577,0.9996423093428525,0.7948526977821914,0.6631488631488631,2504679
Red,15,IR_Red_amp_ratio,Normal vs Congestion,0.5874225810404163,0.5873497134914888,0.5866322956914232,0.5879800021866293,1.18116505732885,0.47707712677921216,0.7297229639519359,2563192
Red,15,IR_Red_amp_ratio,Ischaemia vs Congestion,0.3578236304204261,0.3577482380409405,0.35711211134766263,0.3584185042993609,1.4988604529985032,0.06023166023166023,0.9501001335113485,2506063
Red,21,Amplitude,Normal vs Ischaemia,0.5168654325382698,0.5169133765337113,0.5161381064113334,0.5175822426335775,0.0023020340472199585,0.37735849056603776,0.8490566037735849,2449448
Red,21,Amplitude,Normal vs Congestion,0.4673371306514774,0.4673803925632411,0.4666839941621139,0.46801051961543566,0.0023020340472199585,0.37735849056603776,0.6981132075471699,2505628
Red,21,Amplitude,Ischaemia vs Congestion,0.37967248131007475,0.37973091186977187,0.37907286097669063,0.3803295885869478,0.0014798790305599052,0.9339622641509434,0.08490566037735847,2483156
Red,21,RiseTime_s,Normal vs Ischaemia,0.4975346968590212,0.4975066814972158,0.49681019381596225,0.4985469526440217,0.0585,0.7837837837837838,0.31081081081081086,1709992
Red,21,RiseTime_s,Normal vs Congestion,0.48794740686632576,0.4879785149651811,0.4873910341073834,0.48878732783306467,0.3955,0.2972972972972973,0.7702702702702703,1749212
Red,21,RiseTime_s,Ischaemia vs Congestion,0.48356464572680796,0.4835375959645236,0.4828137858271725,0.48445801043295555,0.407,0.33783783783783783,0.7702702702702703,1733524
Red,21,FallTime_s,Normal vs Ischaemia,0.54163623082542,0.5416157146848297,0.5406947725452439,0.5423527874305286,0.3355,0.5405405405405406,0.6216216216216216,1709992
Red,21,FallTime_s,Normal vs Congestion,0.5847333820306794,0.5846929246970541,0.5835789056496407,0.5854570968855642,0.3355,0.5405405405405406,0.6621621621621622,1749212
Red,21,FallTime_s,Ischaemia vs Congestion,0.5315924032140249,0.5315181507940265,0.5308124209624587,0.5323805202121388,0.0695,0.8648648648648649,0.2702702702702703,1733524
Red,21,PulseWidth_s,Normal vs Ischaemia,0.5311358655953251,0.5311009164648834,0.530282676711333,0.5319664669289972,0.625,0.5135135135135135,0.6486486486486487,1709992
Red,21,PulseWidth_s,Normal vs Congestion,0.5378013148283418,0.5378286443395456,0.5372822442729133,0.5386106811844722,0.576,0.5540540540540541,0.5540540540540541,1749212
Red,21,PulseWidth_s,Ischaemia vs Congestion,0.5106829802775749,0.5106090290881704,0.5101044009605225,0.5112355468474962,0.4995,0.6486486486486487,0.472972972972973,1733524
Red,21,RiseFall_ratio,Normal vs Ischaemia,0.4810080350620891,0.4809924012578982,0.4801855501585991,0.4817888358532856,0.015274006695405759,0.972972972972973,0.09459459459459463,1709992
Red,21,RiseFall_ratio,Normal vs Congestion,0.4539810080350621,0.4540226615991855,0.4533175625208299,0.45484051201139164,0.08107998540560263,0.8918918918918919,0.1351351351351351,1749212
Red,21,RiseFall_ratio,Ischaemia vs Congestion,0.46785975164353544,0.46788031728511725,0.46704451616509884,0.4687987005526004,0.6432508567435979,0.5540540540540541,0.4864864864864865,1733524
Red,21,PW_amp_ratio,Normal vs Ischaemia,0.5540540540540541,0.5540125397788161,0.5531954648948163,0.5550183515769828,0.0011995241696789274,0.5405405405405406,0.6081081081081081,1709992
Red,21,PW_amp_ratio,Normal vs Congestion,0.4976260043827612,0.49761456375513563,0.4970200948772683,0.49829905459747775,0.0011995241696789274,0.5405405405405406,0.5540540540540541,1749212
Red,21,PW_amp_ratio,Ischaemia vs Congestion,0.4474068663257853,0.447309570149482,0.4467175557938208,0.44795553120103504,6.64301253816828e-05,1.0,0.013513513513513487,1733524
Red,21,IR_Red_amp_ratio,Normal vs Ischaemia,0.5330938059244396,0.5331297829634617,0.5324430748915163,0.5337944012295132,1.2137586609173792,0.4300171526586621,0.7069357092941999,2449448
Red,21,IR_Red_amp_ratio,Normal vs Congestion,0.6005398691196868,0.6005676600211428,0.5998127450033668,0.6012738785480154,1.070963524260848,0.6924528301886792,0.5129403907163133,2505628
Red,21,IR_Red_amp_ratio,Ischaemia vs Congestion,0.5622397394874531,0.5623475801359037,0.5616482554961704,0.5631658089903966,1.0764196934375372,0.6667540181691125,0.5505092669894807,2483156
IR,3,Amplitude,Normal vs Ischaemia,0.9420539730134931,0.9420400563524671,0.9416797176739726,0.9423870343438873,0.005755085036210028,0.9304347826086956,1.0,2908229
IR,3,Amplitude,Normal vs Congestion,0.9501762632197415,0.9501881859872958,0.9498735902116213,0.9505064317171219,0.0052617920340800595,0.9391304347826087,1.0,2809156
IR,3,Amplitude,Ischaemia vs Congestion,0.6761416589002796,0.6761544096223078,0.6754911542283165,0.6766864376072574,0.005097361037539994,0.6896551724137931,0.7477477477477478,2834335
IR,3,RiseTime_s,Normal vs Ischaemia,0.44691876750700277,0.446901539019812,0.4462639623009647,0.4475209946588377,0.0705,0.9761904761904762,0.05882352941176472,2127680
IR,3,RiseTime_s,Normal vs Congestion,0.3711309523809524,0.37119192945878127,0.37047050837421863,0.3718972111885239,0.0305,0.9880952380952381,0.050000000000000044,2038620
IR,3,RiseTime_s,Ischaemia vs Congestion,0.4129411764705882,0.4129604507488183,0.41239983364887145,0.4135439038660114,0.1105,0.9294117647058824,0.08750000000000002,2060420
IR,3,FallTime_s,Normal vs Ischaemia,0.5016806722689076,0.501745333304634,0.5011758204046447,0.5023278257817373,0.769,0.16666666666666666,0.9294117647058824,2127680
IR,3,FallTime_s,Normal vs Congestion,0.5193452380952381,0.5192975012610027,0.5184693641896398,0.5199846883582266,0.73,0.2619047619047619,0.9375,2038620
IR,3,FallTime_s,Ischaemia vs Congestion,0.5273529411764706,0.5273887799742636,0.5267756821751157,0.5280674518040741,0.729,0.2235294117647059,0.9375,2060420
IR,3,PulseWidth_s,Normal vs Ischaemia,0.34747899159663864,0.34750122986887083,0.34702305104811326,0.34814951504600894,0.4445,0.7023809523809523,0.3294117647058824,2127680
IR,3,PulseWidth_s,Normal vs Congestion,0.3561011904761905,0.35609539856821953,0.35542264090382647,0.35678780419125966,0.48,0.6785714285714286,0.375,2038620
IR,3,PulseWidth_s,Ischaemia vs Congestion,0.5053676470588235,0.5054348946474227,0.504639941391694,0.5061671541466108,0.484,0.6705882352941176,0.38749999999999996,2060420
IR,3,RiseFall_ratio,Normal vs Ischaemia,0.4951680672268908,0.49511591305074204,0.4943947531471353,0.49557257976511077,1.098104919962868,0.2619047619047619,0.788235294117647,2127680
IR,3,RiseFall_ratio,Normal vs Congestion,0.46517857142857144,0.4652000197302494,0.4644727897212067,0.46605632064869235,1.098104919962868,0.2619047619047619,0.8125,2038620
IR,3,RiseFall_ratio,Ischaemia vs Congestion,0.4686029411764706,0.468583774666563,0.46789269208452217,0.4692645752251705,0.9189745864081315,0.25882352941176473,0.8,2060420
IR,3,PW_amp_ratio,Normal vs Ischaemia,0.7107843137254901,0.7108010743291544,0.7102752142980456,0.7113538296085838,0.003581307202221018,0.5952380952380952,0.9411764705882353,2127680
IR,3,PW_amp_ratio,Normal vs Congestion,0.7218749999999999,0.7219251345036071,0.7214157994483459,0.7224937818694858,0.003581307202221018,0.5952380952380952,0.95,2038620
IR,3,PW_amp_ratio,Ischaemia vs Congestion,0.5235294117647059,0.5235840672753178,0.5227990592428005,0.5242977634117885,0.0011865341050245042,0.8823529411764706,0.21250000000000002,2060420
IR,9,Amplitude,Normal vs Ischaemia,0.9287972182709026,0.9288232159979734,0.9282968774143718,0.9291445309796442,0.0037819137529897517,0.9009009009009009,0.9912280701754386,2656260
IR,9,Amplitude,Normal vs Congestion,0.8478120978120978,0.8477441077922938,0.8473517610245711,0.8481733108334587,0.004275206849420066,0.6756756756756757,1.0,2735596
IR,9,Amplitude,Ischaemia vs Congestion,0.16345551378446116,0.16333783642550903,0.1628321906283466,0.1639088132408172,0.002137603430320212,0.9473684210526315,0.0982142857142857,2730520
IR,9,RiseTime_s,Normal vs Ischaemia,0.49542682926829273,0.49545637773268575,0.49469607828449147,0.49621320930112345,0.109,0.9375,0.19512195121951215,1912536
IR,9,RiseTime_s,Normal vs Congestion,0.5170094936708861,0.5169816568585354,0.5163492412144145,0.5177895061926611,0.114,0.9,0.22784810126582278,1950016
IR,9,RiseTime_s,Ischaemia vs Congestion,0.5176752083976537,0.5176726635523049,0.5170064212005787,0.5184410889865542,0.2465,0.43902439024390244,0.6582278481012658,1944472
IR,9,FallTime_s,Normal vs Ischaemia,0.5143292682926829,0.5143085221134175,0.5132991618676451,0.5149886531520356,0.7055,0.2,0.8902439024390244,1912536
IR,9,FallTime_s,Normal vs Congestion,0.4863924050632911,0.4863495152807188,0.48566424978388856,0.48697760166073367,0.712,0.175,0.9240506329113924,1950016
IR,9,FallTime_s,Ischaemia vs Congestion,0.46982093238653905,0.4698172182698833,0.46902906361966906,0.4706062997103964,0.7305,0.08536585365853659,0.9620253164556962,1944472
IR,9,PulseWidth_s,Normal vs Ischaemia,0.323094512195122,0.3231301105815985,0.3226136442430659,0.3236404125226874,0.525,0.6875,0.31707317073170727,1912536
IR,9,PulseWidth_s,Normal vs Congestion,0.5079113924050633,0.5078954127478926,0.5070833011522049,0.5086565187325612,0.6785,0.2625,0.810126582278481,1950016
IR,9,PulseWidth_s,Ischaemia vs Congestion,0.6833127508490274,0.6833702435093371,0.6824588515857597,0.6840776332841157,0.6875,0.5487804878048781,0.8607594936708861,1944472
IR,9,RiseFall_ratio,Normal vs Ischaemia,0.5179115853658537,0.5179437091373483,0.5171375476252354,0.5188754097641132,0.14872779030947123,0.95,0.18292682926829273,1912536
IR,9,RiseFall_ratio,Normal vs Congestion,0.5469145569620253,0.5469363787446111,0.5463324299374974,0.5476153772569583,0.19906453030790872,0.8625,0.2911392405063291,1950016
IR,9,RiseFall_ratio,Ischaemia vs Congestion,0.5308737264587836,0.530871305418987,0.5301072300323683,0.5315871174203508,0.7460492198074854,0.2926829268292683,0.8227848101265822,1944472
IR,9,PW_amp_ratio,Normal vs Ischaemia,0.5844512195121951,0.5844651297934393,0.5838398246719262,0.5849916918716395,0.002496720800061318,0.5125,0.6951219512195121,1912536
IR,9,PW_amp_ratio,Normal vs Congestion,0.5753164556962025,0.5753021146809985,0.5744083794584035,0.5759678630030701,0.0024753447665668304,0.525,0.6455696202531646,1950016
IR,9,PW_amp_ratio,Ischaemia vs Congestion,0.49197283112071627,0.49200434374420865,0.49111414311223817,0.49277700385963413,0.0006817310633119502,1.0,0.12658227848101267,1944472
IR,15,Amplitude,Normal vs Ischaemia,0.8040935672514619,0.8040491051350679,0.803521871763986,0.8046478808702098,0.0027953274165799513,0.7543859649122807,1.0,2671281
IR,15,Amplitude,Normal vs Congestion,0.7579104010025062,0.7579274223071664,0.7574114215554972,0.7586873400447721,0.0027953274165799513,0.7543859649122807,0.8660714285714286,2719784
IR,15,Amplitude,Ischaemia vs Congestion,0.21098777348777353,0.21099409479146672,0.2103012456441609,0.21154189230563392,0.001973172297939918,0.9459459459459459,0.1160714285714286,2635913
IR,15,RiseTime_s,Normal vs Ischaemia,0.4509036144578314,0.4509593315733023,0.45012214368631215,0.4519082226156771,0.132,0.7349397590361446,0.35,1935372
IR,15,RiseTime_s,Normal vs Congestion,0.49762011006990925,0.49771306122281805,0.49719340797275524,0.49819929954174574,0.369,0.14457831325301204,0.9382716049382716,1973676
IR,15,RiseTime_s,Ischaemia vs Congestion,0.5504629629629629,0.5504193028943255,0.5492851917061626,0.5511749135026591,0.2885,0.4875,0.7160493827160495,1903104
IR,15,FallTime_s,Normal vs Ischaemia,0.5899096385542169,0.589810082757191,0.5889736704751231,0.5906136723456635,0.5365,0.4578313253012048,0.7375,1935372
IR,15,FallTime_s,Normal vs Congestion,0.5258069314294214,0.5257904972091736,0.5249438618845088,0.5263496585636163,0.511,0.5301204819277109,0.5802469135802469,1973676
IR,15,FallTime_s,Ischaemia vs Congestion,0.4419753086419753,0.44202648283559326,0.44130167108468643,0.4426965833633861,0.09,0.9125,0.16049382716049387,1903104
IR,15,PulseWidth_s,Normal vs Ischaemia,0.48539156626506025,0.485323312312152,0.48475991054498035,0.4860370796368076,0.7585,0.3493975903614458,0.7,1935372
IR,15,PulseWidth_s,Normal vs Congestion,0.49055481183995236,0.4905946698474877,0.4897597988046128,0.4913361617232868,0.386,0.927710843373494,0.18518518518518523,1973676
IR,15,PulseWidth_s,Ischaemia vs Congestion,0.5020833333333334,0.5021151494981589,0.501451063725631,0.5025824174279572,0.376,0.95,0.1728395061728395,1903104
IR,15,RiseFall_ratio,Normal vs Ischaemia,0.44947289156626513,0.44955927700102855,0.4487286215491329,0.45049053441562825,0.3315829718583169,0.6144578313253012,0.4,1935372
IR,15,RiseFall_ratio,Normal vs Congestion,0.4694332887103972,0.46949075847425875,0.46904398140423714,0.47006169230696276,0.4489603451484279,0.5301204819277109,0.5061728395061729,1973676
IR,15,RiseFall_ratio,Ischaemia vs Congestion,0.5119598765432098,0.5119154118990167,0.5108594030547315,0.5127167139117342,0.6086093764982847,0.5125,0.5802469135802469,1903104
IR,15,PW_amp_ratio,Normal vs Ischaemia,0.6167168674698794,0.6166801319664712,0.6159491702545444,0.6173472979547494,0.0021547041454627446,0.30120481927710846,0.95,1935372
IR,15,PW_amp_ratio,Normal vs Congestion,0.5344340324260003,0.5344721192995397,0.5338076832517483,0.5351491605764273,0.0023306453419493296,0.21686746987951808,0.9012345679012346,1973676
IR,15,PW_amp_ratio,Ischaemia vs Congestion,0.4169753086419753,0.4169698728582456,0.4161130137769294,0.417550905282679,0.001127174675081584,0.8125,0.24691358024691357,1903104
IR,21,Amplitude,Normal vs Ischaemia,0.6768518518518519,0.6768282199699445,0.6764243536636526,0.6775201078748511,0.0024664654599497737,0.6454545454545455,0.8518518518518519,2518984
IR,21,Amplitude,Normal vs Congestion,0.661464199517297,0.6615139064768941,0.6608813991445948,0.6621389659593656,0.0024664654599497737,0.6454545454545455,0.8230088495575221,2636114
IR,21,Amplitude,Ischaemia vs Congestion,0.3371845296624058,0.33725059446848765,0.336565756610503,0.33789110696087155,0.0018087413407497088,0.9907407407407407,0.03539823008849563,2589898
IR,21,RiseTime_s,Normal vs Ischaemia,0.4294871794871795,0.4294922900130761,0.42877116369931506,0.4300845527217928,0.094,0.8205128205128205,0.2763157894736842,1779528
IR,21,RiseTime_s,Normal vs Congestion,0.4537828426717315,0.4537679866366354,0.45313402854919416,0.454457988260817,0.014,0.9743589743589743,0.06172839506172845,1879698
IR,21,RiseTime_s,Ischaemia vs Congestion,0.5465399610136452,0.546494620154836,0.5456903426443671,0.5475144481542057,0.35,0.4342105263157895,0.7901234567901234,1840266
IR,21,FallTime_s,Normal vs Ischaemia,0.6986336032388665,0.6986097085195617,0.697830824801863,0.6994213370194322,0.4295,0.6153846153846154,0.7236842105263157,1779528
IR,21,FallTime_s,Normal vs Congestion,0.5601456157011714,0.5601895844431801,0.5593629172067369,0.56109008986134,0.4955,0.4358974358974359,0.7037037037037037,1879698
IR,21,FallTime_s,Ischaemia vs Congestion,0.36208576998050684,0.3620561122450182,0.36118114943433444,0.3628775810525305,0.0085,1.0,0.012345679012345734,1840266
IR,21,PulseWidth_s,Normal vs Ischaemia,0.632338056680162,0.6323329385329015,0.6314363806571199,0.6331760315470972,0.591,0.7051282051282052,0.631578947368421,1779528
IR,21,PulseWidth_s,Normal vs Congestion,0.5267489711934157,0.5267645472501247,0.5258373921703656,0.5277929687853209,0.5575,0.7564102564102564,0.3950617283950617,1879698
IR,21,PulseWidth_s,Ischaemia vs Congestion,0.3993664717348928,0.39927646368372877,0.3984512691619844,0.4002952538437247,0.9355,0.02631578947368421,0.9876543209876543,1840266
IR,21,RiseFall_ratio,Normal vs Ischaemia,0.383940620782726,0.3839657306648838,0.3832547730627104,0.3846039941257309,0.09193228530528084,0.8974358974358975,0.13157894736842102,1779528
IR,21,RiseFall_ratio,Normal vs Congestion,0.4479265590376702,0.44789552974611935,0.44710813784023434,0.44858375308058895,0.03259596601637715,0.9615384615384616,0.04938271604938271,1879698
IR,21,RiseFall_ratio,Ischaemia vs Congestion,0.5644899285250162,0.5644634557650251,0.5637572974407717,0.5653680754125249,0.7105725025139054,0.6052631578947368,0.5802469135802469,1840266
IR,21,PW_amp_ratio,Normal vs Ischaemia,0.664642375168691,0.6646461152018296,0.6638121385368809,0.6653604690749247,0.001104072155872703,0.7948717948717948,0.513157894736842,1779528
IR,21,PW_amp_ratio,Normal vs Congestion,0.5193099081987971,0.5193101721993387,0.51860667913062,0.5200806016517117,0.00106025128587423,0.8461538461538461,0.2592592592592593,1879698
IR,21,PW_amp_ratio,Ischaemia vs Congestion,0.3687459389213775,0.36865652363853024,0.3679108976871737,0.3695808707331266,inf,0.0,1.0,1840266
