Channel,Depth,Feature,Pair,AUC_bootstrap_mean,CI_lower,CI_upper,n_samples
Red,9,SlopeLength_Ratio,Ischaemia vs Congestion,0.52022163,0.439594542,0.601956336,150
Red,3,Downslope_norm,Normal vs Congestion,0.515684982,0.41760228,0.618776273,147
IR,21,SlopeLength_Ratio,Normal vs Congestion,0.514563959,0.419381105,0.611682727,142
Red,21,Downslope_norm,Normal vs Congestion,0.514061539,0.422647782,0.600810612,144
IR,15,Downslope_norm,Ischaemia vs Congestion,0.513265303,0.432787852,0.610649499,152
Red,9,Upslope_norm,Normal vs Congestion,0.511822185,0.43438219,0.599544004,146
Red,3,SlopeLength_Ratio,Normal vs Congestion,0.510215393,0.424985637,0.600860134,147
Red,3,Upslope_norm,Ischaemia vs Congestion,0.508794489,0.407057817,0.596812697,146
Red,3,Slope_Ratio,Normal vs Ischaemia,0.508342486,0.423479409,0.615457185,145
Red,15,Upslope_norm,Normal vs Congestion,0.507713252,0.408232603,0.611520605,138
Red/IR_Ratio,21,Downslope_norm_ratio,Ischaemia vs Congestion,0.507239621,0.494069097,0.517253628,9940
Red/IR_Ratio,3,Downslope_norm_ratio,Normal vs Congestion,0.507155987,0.491440875,0.52309544,5221
Red,21,Upslope_norm,Normal vs Ischaemia,0.50697381,0.408027042,0.604468283,143
IR,15,SlopeLength_Ratio,Normal vs Congestion,0.506674452,0.401092798,0.600323564,150
IR,9,SlopeLength_Ratio,Normal vs Congestion,0.506518843,0.392567649,0.633298335,87
Red,21,DownslopeLength_norm,Normal vs Congestion,0.50578702,0.41427198,0.59083077,144
Red,3,SlopeLength_Ratio,Ischaemia vs Congestion,0.50553224,0.419710103,0.607139721,146
Red/IR_Ratio,15,Upslope_norm_ratio,Normal vs Congestion,0.505258427,0.493027914,0.515670875,10350
Red,9,Downslope_norm,Ischaemia vs Congestion,0.505100402,0.415399604,0.592176109,150
Red/IR_Ratio,9,UpslopeLength_norm_ratio,Normal vs Ischaemia,0.504510141,0.492329067,0.516604033,8040
Red/IR_Ratio,9,Downslope_norm_ratio,Ischaemia vs Congestion,0.503654246,0.490033627,0.517189927,8346
Red,15,Length_Height_Ratio,Ischaemia vs Congestion,0.502201481,0.40359127,0.596938099,142
IR,15,Downslope_norm,Normal vs Ischaemia,0.500079244,0.407255068,0.580246082,154
Red/IR_Ratio,3,UpslopeLength_norm_ratio,Normal vs Ischaemia,0.497110726,0.481725319,0.512075877,4713
Red,3,Slope_Ratio,Ischaemia vs Congestion,0.494288376,0.392295775,0.580289897,146
IR,9,Slope_Ratio,Normal vs Congestion,0.493876861,0.366701665,0.609769353,87
Red/IR_Ratio,3,DownslopeLength_norm_ratio,Normal vs Ischaemia,0.493712679,0.47759904,0.511158783,4713
IR,15,Slope_Ratio,Normal vs Congestion,0.493325548,0.399676436,0.598907202,150
Red,3,SlopeLength_Ratio,Normal vs Ischaemia,0.491779037,0.384542815,0.576520591,145
IR,15,Upslope_norm,Normal vs Congestion,0.490787783,0.413436796,0.59689279,150
Red,3,Slope_Ratio,Normal vs Congestion,0.490339242,0.400278734,0.575015661,147
Red,15,Length_Height_Ratio,Normal vs Congestion,0.488065033,0.375089091,0.576204019,138
Red/IR_Ratio,21,Upslope_norm_ratio,Normal vs Ischaemia,0.485664899,0.474689489,0.496545324,10226
IR,21,Slope_Ratio,Normal vs Congestion,0.485441854,0.388307283,0.58175854,142
Red,21,Length_Height_Ratio,Normal vs Ischaemia,0.481359404,0.386838269,0.581547161,143
IR,21,Upslope_norm,Ischaemia vs Congestion,0.481132139,0.378507699,0.572678097,141
Red/IR_Ratio,9,Upslope_norm_ratio,Normal vs Congestion,0.480042311,0.467317172,0.494726461,6354
Red,9,Slope_Ratio,Ischaemia vs Congestion,0.47977837,0.398043664,0.560405458,150
Red,15,SlopeLength_Ratio,Normal vs Congestion,0.479746432,0.388049861,0.565691769,138
Red/IR_Ratio,15,Downslope_norm_ratio,Normal vs Congestion,0.4792189,0.469349485,0.492118018,10350
Red,9,SlopeLength_Ratio,Normal vs Congestion,0.477553054,0.384525376,0.566967585,146
IR,15,Slope_Ratio,Normal vs Ischaemia,0.477236727,0.377054823,0.561661756,154
Red/IR_Ratio,21,Upslope_norm_ratio,Ischaemia vs Congestion,0.475951956,0.46477646,0.487246486,9940
Red,21,Slope_Ratio,Normal vs Congestion,0.473323078,0.37964019,0.555289907,144
Red,9,DownslopeLength_norm,Normal vs Ischaemia,0.473288517,0.385042032,0.559175824,148
IR,15,SlopeLength_Ratio,Ischaemia vs Congestion,0.472292226,0.382689785,0.572423235,152
Red,3,Downslope_norm,Normal vs Ischaemia,0.470867488,0.375717001,0.556899509,145
Red/IR_Ratio,21,Downslope_norm_ratio,Normal vs Congestion,0.470499779,0.459416542,0.481609109,10226
Red,21,Upslope_norm,Normal vs Congestion,0.469723288,0.372555176,0.561264396,144
Red,15,Length_Height_Ratio,Normal vs Ischaemia,0.467553517,0.382727092,0.570285046,142
Red,21,Upslope_norm,Ischaemia vs Congestion,0.466719912,0.366174132,0.56457895,141
Red,15,Downslope_norm,Normal vs Congestion,0.463629542,0.351246368,0.565204832,138
Red/IR_Ratio,21,Downslope_norm_ratio,Normal vs Ischaemia,0.46351805,0.453363974,0.472943787,10226
Red,21,DownslopeLength_norm,Ischaemia vs Congestion,0.460656414,0.364093207,0.548415403,141
Red,15,Upslope_norm,Ischaemia vs Congestion,0.459041255,0.366649404,0.556857289,142
Red,15,DownslopeLength_norm,Ischaemia vs Congestion,0.458881773,0.372879726,0.546905759,142
Red/IR_Ratio,21,Upslope_norm_ratio,Normal vs Congestion,0.457632206,0.447126299,0.468066128,10226
Red/IR_Ratio,9,DownslopeLength_norm_ratio,Ischaemia vs Congestion,0.453999638,0.440430795,0.466357587,8346
Red/IR_Ratio,15,Upslope_norm_ratio,Ischaemia vs Congestion,0.453317978,0.443423459,0.465030191,10800
Red,9,Upslope_norm,Ischaemia vs Congestion,0.451411017,0.36286064,0.537806683,150
Red,9,SlopeLength_Ratio,Normal vs Ischaemia,0.450082675,0.379545241,0.542739579,148
Red,21,SlopeLength_Ratio,Normal vs Ischaemia,0.448594534,0.355888414,0.540360855,143
Red/IR_Ratio,21,UpslopeLength_norm_ratio,Ischaemia vs Congestion,0.447695195,0.435968239,0.45850074,9940
Red,21,UpslopeLength_norm,Normal vs Ischaemia,0.442246776,0.35050918,0.542413058,143
IR,21,SlopeLength_Ratio,Normal vs Ischaemia,0.440393072,0.350937745,0.536208509,143
Red/IR_Ratio,3,Downslope_norm_ratio,Normal vs Ischaemia,0.439622127,0.420573822,0.455173627,4713
Red,9,Downslope_norm,Normal vs Congestion,0.439248357,0.355564416,0.531703452,146
Red,3,DownslopeLength_norm,Normal vs Congestion,0.437803294,0.337451926,0.523937068,147
IR,15,UpslopeLength_norm,Normal vs Congestion,0.435751506,0.344716557,0.519684596,150
Red/IR_Ratio,21,DownslopeLength_norm_ratio,Ischaemia vs Congestion,0.434870024,0.424026894,0.44752103,9940
Red/IR_Ratio,9,Downslope_norm_ratio,Normal vs Congestion,0.434440523,0.421583775,0.447937126,6354
Red/IR_Ratio,9,Downslope_norm_ratio,Normal vs Ischaemia,0.432537962,0.419998558,0.444901658,8040
Red/IR_Ratio,3,Upslope_norm_ratio,Normal vs Ischaemia,0.430938958,0.413216556,0.444419876,4713
Red,15,Slope_Ratio,Ischaemia vs Congestion,0.430786661,0.34764049,0.531720765,142
IR,21,Slope_Ratio,Ischaemia vs Congestion,0.430335514,0.341483435,0.529895363,141
Red/IR_Ratio,15,DownslopeLength_norm_ratio,Ischaemia vs Congestion,0.428707074,0.41859381,0.440201939,10800
IR,21,Length_Height_Ratio,Normal vs Congestion,0.428478866,0.328898914,0.527426077,142
IR,15,Upslope_norm,Normal vs Ischaemia,0.423433564,0.318249391,0.515690404,154
Red,9,Downslope_norm,Normal vs Ischaemia,0.422231113,0.343943744,0.517356296,148
Red,21,Downslope_norm,Normal vs Ischaemia,0.421993569,0.331651791,0.508706924,143
IR,21,DownslopeLength_norm,Normal vs Congestion,0.420069403,0.33172619,0.505481518,142
IR,21,Downslope_norm,Normal vs Ischaemia,0.418301917,0.31889238,0.508265635,143
IR,15,DownslopeLength_norm,Normal vs Congestion,0.41726541,0.305523212,0.526247388,150
Red/IR_Ratio,15,Downslope_norm_ratio,Normal vs Ischaemia,0.415620251,0.405003073,0.426908448,10938
Red,15,UpslopeLength_norm,Normal vs Ischaemia,0.414076664,0.321102168,0.506616683,142
Red,21,Slope_Ratio,Ischaemia vs Congestion,0.414052739,0.316027387,0.505690807,141
Red,15,SlopeLength_Ratio,Normal vs Ischaemia,0.410681874,0.326502231,0.507361035,142
IR,9,UpslopeLength_norm,Normal vs Congestion,0.40835981,0.267704579,0.536204142,87
Red,9,Length_Height_Ratio,Normal vs Ischaemia,0.384596219,0.29622355,0.485372322,148
Red/IR_Ratio,3,Upslope_norm_ratio,Ischaemia vs Congestion,0.381340564,0.365493725,0.394688452,5116
IR,21,UpslopeLength_norm,Normal vs Congestion,0.373826123,0.278050032,0.465331974,142
IR,15,DownslopeLength_norm,Normal vs Ischaemia,0.371607813,0.273043185,0.461908964,154
Red,15,Downslope_norm,Normal vs Ischaemia,0.368729626,0.291127592,0.452707637,142
IR,9,Slope_Ratio,Normal vs Ischaemia,0.364949696,0.254023625,0.473354927,108
Red,3,Length_Height_Ratio,Normal vs Congestion,0.360838328,0.267892466,0.447418209,147
IR,9,SlopeLength_Ratio,Ischaemia vs Congestion,0.359124671,0.249522897,0.468715914,111
Red,3,UpslopeLength_norm,Normal vs Congestion,0.358024155,0.271795252,0.43905659,147
Red,9,UpslopeLength_norm,Normal vs Ischaemia,0.354736583,0.276525707,0.439452426,148
IR,21,DownslopeLength_norm,Normal vs Ischaemia,0.354189687,0.279653197,0.448196458,143
Red/IR_Ratio,9,Upslope_norm_ratio,Ischaemia vs Congestion,0.351389653,0.340591143,0.362751119,8346
IR,15,Length_Height_Ratio,Normal vs Congestion,0.332993614,0.239641546,0.440629095,150
Red,3,DownslopeLength_norm,Normal vs Ischaemia,0.328685961,0.240910951,0.425318089,145
IR,9,Downslope_norm,Ischaemia vs Congestion,0.325540463,0.232028234,0.439602467,111
IR,3,SlopeLength_Ratio,Normal vs Ischaemia,0.313144565,0.206732805,0.449540504,65
IR,9,Upslope_norm,Normal vs Ischaemia,0.301045946,0.2026187,0.393633766,108
Red/IR_Ratio,3,Upslope_norm_ratio,Normal vs Congestion,0.285004685,0.27287362,0.299279638,5221
IR,15,UpslopeLength_norm,Normal vs Ischaemia,0.283600456,0.205725464,0.3682827,154
IR,9,UpslopeLength_norm,Normal vs Ischaemia,0.245892567,0.153417358,0.338368607,108
IR,9,DownslopeLength_norm,Normal vs Ischaemia,0.240415405,0.133800323,0.346208735,108
IR,9,Length_Height_Ratio,Normal vs Congestion,0.239727809,0.14722262,0.330657592,87
Red,3,Length_Height_Ratio,Normal vs Ischaemia,0.231265585,0.161121709,0.330113128,145
IR,15,Length_Height_Ratio,Normal vs Ischaemia,0.22972827,0.149310054,0.335451833,154
IR,9,Length_Height_Ratio,Normal vs Ischaemia,0.224006094,0.126957826,0.324096151,108
IR,21,Length_Height_Ratio,Normal vs Ischaemia,0.213924925,0.133976416,0.297007658,143
IR,21,UpslopeLength_norm,Normal vs Ischaemia,0.208213282,0.145684417,0.290685807,143
IR,9,DownslopeLength_norm,Normal vs Congestion,0.188139496,0.090718483,0.293121143,87
IR,3,Downslope_norm,Ischaemia vs Congestion,0.156826117,0.067789871,0.246448602,70
Red,3,UpslopeLength_norm,Normal vs Ischaemia,0.150393148,0.087306476,0.225147843,145
IR,3,UpslopeLength_norm,Ischaemia vs Congestion,0.129294369,0.056687921,0.220656863,70
IR,3,DownslopeLength_norm,Normal vs Congestion,0.128591138,0.032197581,0.248833732,71
IR,3,Length_Height_Ratio,Normal vs Congestion,0.12592144,0.032197581,0.246420551,71
IR,3,SlopeLength_Ratio,Ischaemia vs Congestion,0.119985143,0.041963167,0.198198198,70
IR,3,SlopeLength_Ratio,Normal vs Congestion,0.090015172,0.026964286,0.191178531,71
IR,3,UpslopeLength_norm,Normal vs Ischaemia,0.068556499,0,0.158284869,65
IR,3,DownslopeLength_norm,Normal vs Ischaemia,0.027214482,0,0.088302139,65
IR,3,Length_Height_Ratio,Normal vs Ischaemia,0.027214482,0,0.088302139,65
IR,3,UpslopeLength_norm,Normal vs Congestion,0.026171907,0,0.084194712,71
