Channel,Depth,Feature,Pair,AUC,AUC_bootstrap_mean,CI_lower,CI_upper,Cutoff,Sensitivity,Specificity,n_samples
Red/IR_Ratio,15,Red_IR_amp_ratio,Ischaemia vs Congestion,0.648169918,0.648437518,0.640785554,0.655377332,1.244252253,0.485532816,0.738857143,21836
IR,15,Pulse_Area,Normal vs Congestion,0.641714083,0.64033692,0.533985004,0.751740025,0.000247427,0.460526316,0.972972973,150
Red,15,Amp_norm,Normal vs Ischaemia,0.638461538,0.640244087,0.579174907,0.701308897,0.370832169,0.45,0.826923077,204
IR,21,Amp_norm,Normal vs Congestion,0.638281979,0.639579644,0.571774617,0.718403685,0.111155775,0.533333333,0.735294118,207
IR,9,RiseFall_ratio,Normal vs Ischaemia,0.642135642,0.635432908,0.52701263,0.746211228,0.345344654,0.80952381,0.560606061,108
Red,15,FallTime,Normal vs Ischaemia,0.637085567,0.631924696,0.548186567,0.709481967,0.2745,0.637681159,0.643835616,142
IR,9,PulseWidth,Normal vs Ischaemia,0.623556999,0.621528875,0.498208515,0.725248857,0.4865,0.666666667,0.696969697,108
Red,21,Amp_norm,Normal vs Ischaemia,0.621161672,0.620894479,0.545831423,0.70300466,0.315825151,0.603773585,0.666666667,208
Red,9,Pulse_Area,Normal vs Ischaemia,0.602887427,0.60043444,0.507805843,0.683786125,0.000268249,0.388888889,0.868421053,148
IR,21,FallTime,Normal vs Ischaemia,0.590179969,0.593649641,0.50382257,0.69285882,0.482,0.708333333,0.605633803,143
Red,21,Pulse_Area,Normal vs Ischaemia,0.590215264,0.590732885,0.49178044,0.686840912,0.000111085,0.712328767,0.471428571,143
Red,21,RiseFall_ratio,Ischaemia vs Congestion,0.584305835,0.585947261,0.494309193,0.683972613,1.187664376,0.5,0.704225352,141
Red,3,Amp_norm,Normal vs Congestion,0.58027939,0.581709052,0.506164108,0.658515433,1.045705441,0.567307692,0.603773585,210
Red,9,FallTime,Normal vs Ischaemia,0.582602339,0.580101037,0.484065962,0.657670401,0.4545,0.541666667,0.710526316,148
Red,21,FallTime,Normal vs Ischaemia,0.581898239,0.57846524,0.492442594,0.668731916,0.218,0.671232877,0.528571429,143
Red/IR_Ratio,9,Red_IR_amp_norm_ratio,Ischaemia vs Congestion,0.578466097,0.577745593,0.570124039,0.585582618,1.740005115,0.27239229,0.941068366,18746
Red/IR_Ratio,9,Red_IR_amp_ratio,Ischaemia vs Congestion,0.57788955,0.577169533,0.569550587,0.584994354,0.805025979,0.275699169,0.937270277,18746
IR,15,RiseTime,Normal vs Ischaemia,0.583839406,0.577034294,0.483433967,0.683073429,0.2245,0.513157895,0.705128205,154
IR,15,PulseWidth,Ischaemia vs Congestion,0.57545045,0.572119654,0.496520971,0.660282952,0.512,0.397435897,0.797297297,152
IR,21,RiseFall_ratio,Ischaemia vs Congestion,0.571428571,0.569664486,0.470104637,0.658516565,0.674219053,0.507042254,0.785714286,141
Red,15,RiseFall_ratio,Ischaemia vs Congestion,0.567996824,0.569213339,0.468279235,0.65235951,4.83589972,0.328767123,0.811594203,142
Red,15,Pulse_Area,Normal vs Ischaemia,0.563827675,0.559397111,0.473256119,0.657002551,6.72E-05,0.826086957,0.356164384,142
Red,9,FallTime,Normal vs Congestion,0.558558559,0.558730538,0.466535965,0.642280899,0.4545,0.541666667,0.621621622,146
Red/IR_Ratio,3,Red_IR_amp_ratio,Normal vs Ischaemia,0.556085553,0.556378943,0.546881251,0.566871589,0.444480351,0.757361779,0.361328125,13312
Red/IR_Ratio,3,Red_IR_amp_norm_ratio,Normal vs Ischaemia,0.555605555,0.555898798,0.546404611,0.566390763,0.955056307,0.75766226,0.360426683,13312
Red,3,FallTime,Normal vs Ischaemia,0.544710807,0.549679413,0.466836502,0.643194187,0.4655,0.753424658,0.430555556,145
IR,21,PulseWidth,Normal vs Congestion,0.555555556,0.549211935,0.432841211,0.651523724,0.52,0.388888889,0.885714286,142
Red,9,RiseTime,Ischaemia vs Congestion,0.549164296,0.548165943,0.462011777,0.636178682,0.35,0.513157895,0.635135135,150
IR,15,PulseWidth,Normal vs Congestion,0.54374111,0.544603537,0.449242553,0.655731836,0.5095,0.394736842,0.783783784,150
IR,21,Pulse_Area,Normal vs Congestion,0.548214286,0.542303948,0.438286812,0.642240933,0.000140552,0.458333333,0.771428571,142
Red,15,RiseTime,Ischaemia vs Congestion,0.541393687,0.540958745,0.443142711,0.633350596,0.491,0.369863014,0.855072464,142
Red,15,FallTime,Normal vs Congestion,0.536967024,0.536832946,0.434863445,0.648643001,0.2745,0.637681159,0.536231884,138
Red,21,PulseWidth,Normal vs Ischaemia,0.533953033,0.534063444,0.439076955,0.631377057,0.4865,0.438356164,0.7,143
Red,21,RiseTime,Ischaemia vs Congestion,0.532997988,0.532718005,0.435296839,0.633719996,0.3275,0.428571429,0.704225352,141
Red,21,RiseTime,Normal vs Congestion,0.528747829,0.529771286,0.438428506,0.626964083,0.145,0.767123288,0.366197183,144
Red,3,PulseWidth,Normal vs Ischaemia,0.530821918,0.527470591,0.439737293,0.618505488,0.3315,0.780821918,0.375,145
IR,3,FallTime,Ischaemia vs Congestion,0.526726974,0.527273201,0.45433615,0.590983302,0.4975,1,0.131578947,70
IR,21,PulseWidth,Ischaemia vs Congestion,0.528772636,0.527213125,0.422878584,0.630413249,0.512,0.323943662,0.857142857,141
Red,21,RiseFall_ratio,Normal vs Congestion,0.523249084,0.526676922,0.444710093,0.62035981,1.274421625,0.438356164,0.704225352,144
Red,9,PulseWidth,Normal vs Congestion,0.522053303,0.523903232,0.433964112,0.611012476,0.2055,0.875,0.256756757,146
IR,15,RiseFall_ratio,Normal vs Ischaemia,0.528677463,0.522763273,0.438338244,0.622945177,0.441787023,0.539473684,0.58974359,154
IR,3,FallTime,Normal vs Congestion,0.523923445,0.522542902,0.443543607,0.596774194,0.4995,0.96969697,0.131578947,71
IR,9,FallTime,Ischaemia vs Congestion,0.520538721,0.522412849,0.41702211,0.616228918,0.6795,0.287878788,0.888888889,111
Red,9,PulseWidth,Ischaemia vs Congestion,0.521870555,0.52066065,0.443848197,0.607929806,0.219,0.855263158,0.27027027,150
IR,21,PulseWidth,Normal vs Ischaemia,0.524550078,0.520655927,0.422355774,0.612054327,0.52,0.388888889,0.76056338,143
Red,9,RiseFall_ratio,Ischaemia vs Congestion,0.522759602,0.52022163,0.439594542,0.601956336,1.030266748,0.5,0.594594595,150
Red,21,PulseWidth,Normal vs Congestion,0.519486784,0.518910959,0.439661132,0.597242082,0.354,0.616438356,0.478873239,144
IR,21,RiseTime,Ischaemia vs Congestion,0.520724346,0.518313776,0.426313123,0.621477204,0.358,0.309859155,0.942857143,141
IR,21,RiseFall_ratio,Normal vs Congestion,0.513888889,0.514561053,0.418832708,0.611687722,0.776775222,0.305555556,0.814285714,142
Red,3,Pulse_Area,Normal vs Congestion,0.519067012,0.512778702,0.413182495,0.600022297,0.000199125,0.890410959,0.256756757,147
IR,9,PulseWidth,Normal vs Congestion,0.514021164,0.51230136,0.402846824,0.626055721,0.487,0.642857143,0.488888889,87
IR,15,FallTime,Normal vs Ischaemia,0.508434548,0.511925187,0.434543691,0.604061398,0.471,0.736842105,0.41025641,154
Red,3,RiseFall_ratio,Normal vs Congestion,0.509440948,0.509856902,0.424984339,0.600105516,0.256720085,0.767123288,0.297297297,147
IR,15,RiseTime,Normal vs Congestion,0.508801565,0.509664509,0.403580231,0.587258389,0.2245,0.513157895,0.581081081,150
Red,21,Pulse_Area,Normal vs Congestion,0.507814007,0.509332626,0.425041178,0.592400481,0.000134097,0.616438356,0.464788732,144
IR,15,RiseFall_ratio,Normal vs Congestion,0.509068279,0.506674452,0.401092798,0.600323564,0.220394447,0.828947368,0.27027027,150
IR,9,RiseFall_ratio,Normal vs Congestion,0.51031746,0.506320991,0.391794804,0.633298335,0.530529468,0.30952381,0.8,87
Red,3,RiseFall_ratio,Ischaemia vs Congestion,0.510604354,0.505621932,0.419710103,0.60742866,0.502549738,0.555555556,0.567567568,146
IR,3,FallTime,Normal vs Ischaemia,0.5,0.501218269,0.465869703,0.544117647,0.4995,0.96969697,0.03125,65
Red,15,PulseWidth,Normal vs Ischaemia,0.507742704,0.499532335,0.41906123,0.602004219,0.1215,0.971014493,0.205479452,142
Red,9,FallTime,Ischaemia vs Congestion,0.490487198,0.493112983,0.406941964,0.581899569,0.1075,0.868421053,0.22972973,150
Red,21,RiseTime,Normal vs Ischaemia,0.491193738,0.493051441,0.396013432,0.592070419,0.145,0.767123288,0.328571429,143
Red,15,RiseTime,Normal vs Congestion,0.490128124,0.491994605,0.388266556,0.591266374,0.1025,0.84057971,0.260869565,138
Red,3,RiseFall_ratio,Normal vs Ischaemia,0.495528919,0.491718275,0.384542815,0.576520591,0.250990421,0.780821918,0.319444444,145
Red,3,RiseTime,Ischaemia vs Congestion,0.497653904,0.490722788,0.402503105,0.592930452,0.257,0.458333333,0.689189189,146
Red,9,PulseWidth,Normal vs Ischaemia,0.490953947,0.489983431,0.4011528,0.563501209,0.4725,0.416666667,0.671052632,148
Red,3,FallTime,Normal vs Congestion,0.490373936,0.489021108,0.390136244,0.584530266,0.6875,0.260273973,0.824324324,147
Red,9,RiseTime,Normal vs Congestion,0.481794294,0.487575126,0.399529271,0.565227808,0.17,0.791666667,0.337837838,146
IR,15,FallTime,Normal vs Congestion,0.482841394,0.487129246,0.398205972,0.584253401,0.125,0.907894737,0.148648649,150
Red,21,FallTime,Normal vs Congestion,0.489581324,0.485658203,0.399203855,0.577517587,0.685,0.123287671,0.971830986,144
IR,21,FallTime,Normal vs Congestion,0.48640873,0.485020604,0.391312266,0.583882688,0.4835,0.694444444,0.414285714,142
Red,15,RiseFall_ratio,Normal vs Congestion,0.47784079,0.479746432,0.388049861,0.565691769,0.114564628,0.942028986,0.130434783,138
Red,9,RiseFall_ratio,Normal vs Congestion,0.474474474,0.477553054,0.384525376,0.566967585,0.264450485,0.805555556,0.243243243,146
Red,21,PulseWidth,Ischaemia vs Congestion,0.481187123,0.477183027,0.382189703,0.567158176,0.743,0.071428571,1,141
Red,3,RiseTime,Normal vs Congestion,0.476767864,0.473661353,0.388413921,0.563030389,0.248,0.410958904,0.662162162,147
IR,15,RiseFall_ratio,Ischaemia vs Congestion,0.470547471,0.472292226,0.382689785,0.572423235,2.091559769,0.192307692,0.864864865,152
Red,9,Pulse_Area,Normal vs Congestion,0.472597598,0.471688005,0.383626126,0.554460852,4.36E-05,0.902777778,0.162162162,146
Red,3,RiseTime,Normal vs Ischaemia,0.476027397,0.47021422,0.37192619,0.567657371,0.1395,0.890410959,0.25,145
IR,15,FallTime,Ischaemia vs Congestion,0.473232848,0.469571822,0.370119649,0.551314986,0.7715,0.192307692,0.918918919,152
IR,15,PulseWidth,Normal vs Ischaemia,0.468201754,0.466655408,0.375843594,0.555027643,0.259,0.842105263,0.217948718,154
IR,21,RiseTime,Normal vs Congestion,0.467956349,0.465377314,0.372891901,0.55235057,0.327,0.180555556,0.9,142
Red,15,RiseTime,Normal vs Ischaemia,0.467440937,0.464285864,0.377647,0.556434438,0.0645,0.913043478,0.178082192,142
Red,3,PulseWidth,Normal vs Congestion,0.465845983,0.461222142,0.371267326,0.543927812,0.1635,0.917808219,0.189189189,147
Red,21,Amp_norm,Normal vs Congestion,0.457959333,0.460975493,0.386975637,0.534962626,0.209674343,0.896226415,0.13592233,209
IR,9,RiseTime,Normal vs Congestion,0.464285714,0.458133802,0.333591548,0.60266261,0.265,0.166666667,0.911111111,87
IR,9,FallTime,Normal vs Congestion,0.451322751,0.451347735,0.356831502,0.535544804,0.0375,1,0.088888889,87
IR,9,FallTime,Normal vs Ischaemia,0.442640693,0.450108183,0.341640054,0.538150413,0.4995,0.833333333,0.272727273,108
Red,9,RiseFall_ratio,Normal vs Ischaemia,0.448099415,0.450082675,0.379545241,0.542739579,0.214059693,0.847222222,0.197368421,148
Red,15,Amp_norm,Normal vs Congestion,0.452,0.449349287,0.364364996,0.522177676,0.434303662,0.18,0.86,200
Red,21,RiseFall_ratio,Normal vs Ischaemia,0.446183953,0.448594534,0.355888414,0.540360855,0.016886906,1,0.014285714,143
Red,3,PulseWidth,Ischaemia vs Congestion,0.451858108,0.447556627,0.361462482,0.535880922,0.0355,1,0.040540541,146
Red,15,PulseWidth,Normal vs Congestion,0.447595043,0.446815051,0.350193258,0.532464676,0.194,0.884057971,0.15942029,138
Red,3,FallTime,Ischaemia vs Congestion,0.439095345,0.445867445,0.357015664,0.542459647,0.7325,0.194444444,0.891891892,146
Red,15,PulseWidth,Ischaemia vs Congestion,0.443319436,0.442608262,0.350733745,0.55304086,0.528,0.328767123,0.695652174,142
IR,21,RiseFall_ratio,Normal vs Ischaemia,0.443661972,0.440393072,0.350937745,0.536208509,0.168269,0.791666667,0.267605634,143
IR,21,RiseTime,Normal vs Ischaemia,0.443955399,0.438078914,0.3570161,0.538002355,0.15,0.722222222,0.394366197,143
Red,9,RiseTime,Normal vs Ischaemia,0.432657164,0.436137881,0.355246048,0.516233441,0.17,0.791666667,0.289473684,148
Red,15,Pulse_Area,Normal vs Congestion,0.426801092,0.426350759,0.328307313,0.518401104,2.56E-06,1,0.028985507,138
Red,21,Pulse_Area,Ischaemia vs Congestion,0.426156942,0.422564985,0.330023855,0.511999389,8.87E-05,0.714285714,0.309859155,141
Red/IR_Ratio,21,Red_IR_amp_ratio,Normal vs Congestion,0.417790501,0.417819658,0.411105094,0.425169901,0.093322201,1,0.009042452,21636
Red/IR_Ratio,21,Red_IR_amp_norm_ratio,Normal vs Congestion,0.417706512,0.417735827,0.411021401,0.425066978,0.20103291,1,0.009042452,21636
IR,15,RiseTime,Ischaemia vs Congestion,0.413201663,0.415960829,0.320430425,0.501323672,0.042,1,0.027027027,152
Red,15,RiseFall_ratio,Normal vs Ischaemia,0.409767719,0.410681874,0.326502231,0.507361035,0.114564628,0.942028986,0.082191781,142
Red,9,Amp_norm,Normal vs Congestion,0.407111756,0.410269895,0.343643991,0.481919711,0.605244609,0.096153846,0.962264151,210
Red,21,FallTime,Ischaemia vs Congestion,0.404929577,0.40463868,0.307046782,0.488358736,0.766,0.028571429,1,141
Red,15,FallTime,Ischaemia vs Congestion,0.393686718,0.394193243,0.313492831,0.478360166,0.0375,0.945205479,0.057971014,142
Red,15,Pulse_Area,Ischaemia vs Congestion,0.3736351,0.375693911,0.285102549,0.472341403,5.25E-06,0.98630137,0.028985507,142
IR,9,PulseWidth,Ischaemia vs Congestion,0.365824916,0.36901052,0.256050583,0.470512003,0.503,0.166666667,0.911111111,111
IR,21,FallTime,Ischaemia vs Congestion,0.366297787,0.367264167,0.286419173,0.45359724,0.79,0.042253521,1,141
Red,9,Pulse_Area,Ischaemia vs Congestion,0.363798009,0.362177822,0.27340811,0.449648117,4.35E-05,0.894736842,0.162162162,150
IR,9,RiseFall_ratio,Ischaemia vs Congestion,0.361784512,0.360004273,0.251352784,0.469578287,0.619618379,0.212121212,0.888888889,111
Red/IR_Ratio,9,Red_IR_amp_ratio,Normal vs Congestion,0.358034797,0.357871139,0.348490902,0.366888729,2.700555244,0.039111227,0.999264886,15858
Red/IR_Ratio,9,Red_IR_amp_norm_ratio,Normal vs Congestion,0.357970195,0.357806702,0.348429732,0.36682336,5.887209914,0.039111227,0.999509924,15858
Red/IR_Ratio,15,Red_IR_amp_ratio,Normal vs Congestion,0.34936802,0.349499053,0.34291873,0.3572998,1.661301399,0.104299065,0.921142857,21200
Red/IR_Ratio,15,Red_IR_amp_norm_ratio,Normal vs Congestion,0.349202733,0.349333299,0.34276048,0.357130581,3.459905761,0.107943925,0.917809524,21200
Red,21,Amp_norm,Ischaemia vs Congestion,0.335998477,0.338448519,0.264093788,0.409069823,0.527063489,0.029411765,0.990291262,205
Red,15,Amp_norm,Ischaemia vs Congestion,0.321057692,0.319837084,0.240529311,0.398404994,0.139963445,0.971153846,0.05,204
IR,3,RiseFall_ratio,Normal vs Ischaemia,0.305871212,0.311342704,0.205862694,0.442064039,0.2992987,0.96969697,0.0625,65
IR,3,Pulse_Area,Ischaemia vs Congestion,0.291118421,0.304589568,0.202240954,0.419970337,0.000842679,0.96875,0.157894737,70
Red/IR_Ratio,9,Red_IR_amp_ratio,Normal vs Ischaemia,0.299140425,0.299367815,0.291068136,0.30882811,7.832823568,0.028196466,0.97467876,18280
Red/IR_Ratio,9,Red_IR_amp_norm_ratio,Normal vs Ischaemia,0.298643902,0.298870865,0.290570423,0.308334392,17.23233127,0.027806653,0.974867725,18280
IR,3,RiseTime,Normal vs Ischaemia,0.277462121,0.281506748,0.180963048,0.400063353,0.1495,0.96969697,0.0625,65
IR,9,RiseTime,Ischaemia vs Congestion,0.261279461,0.25911276,0.164003477,0.352522895,0.291,0.075757576,0.955555556,111
Red,3,Pulse_Area,Ischaemia vs Congestion,0.260322823,0.256030368,0.171680464,0.337651788,2.18E-05,0.916666667,0.135135135,146
IR,3,PulseWidth,Normal vs Congestion,0.228867624,0.238265707,0.115745289,0.341304277,0.492,0.939393939,0.157894737,71
Red/IR_Ratio,15,Red_IR_amp_ratio,Normal vs Ischaemia,0.237716216,0.237726279,0.23167037,0.243208106,2.342622206,0.076542056,0.961362032,22036
IR,15,Pulse_Area,Ischaemia vs Congestion,0.24047124,0.237403923,0.14795307,0.319122469,2.78E-05,0.961538462,0.094594595,152
Red/IR_Ratio,15,Red_IR_amp_norm_ratio,Normal vs Ischaemia,0.237103331,0.237113405,0.231067536,0.242575667,5.052432186,0.076635514,0.961273818,22036
IR,21,Pulse_Area,Ischaemia vs Congestion,0.218309859,0.218128727,0.135035926,0.303759656,3.59E-06,0.971830986,0.057142857,141
Red/IR_Ratio,21,Red_IR_amp_ratio,Normal vs Ischaemia,0.217895571,0.217869439,0.211676079,0.223578399,0.093322201,1,0.009708738,21636
Red/IR_Ratio,21,Red_IR_amp_norm_ratio,Normal vs Ischaemia,0.216903822,0.216877658,0.210743985,0.222524621,0.20103291,1,0.009708738,21636
Red,9,Amp_norm,Ischaemia vs Congestion,0.189902166,0.190079414,0.12582576,0.257368698,0.104373022,0.990740741,0.028301887,214
Red/IR_Ratio,3,Red_IR_amp_ratio,Normal vs Congestion,0.148501261,0.148200737,0.141126573,0.156397199,0.125489666,0.978966346,0.09097035,14076
Red/IR_Ratio,3,Red_IR_amp_norm_ratio,Normal vs Congestion,0.148490935,0.148190386,0.141116496,0.156388155,0.269664862,0.978966346,0.09097035,14076
Red/IR_Ratio,3,Red_IR_amp_norm_ratio,Ischaemia vs Congestion,0.143849215,0.143543313,0.136300239,0.151090754,0.179347224,1,0.046091644,14076
Red/IR_Ratio,3,Red_IR_amp_ratio,Ischaemia vs Congestion,0.143843607,0.143537728,0.1362965,0.151086544,0.083443081,1,0.046091644,14076
IR,3,PulseWidth,Normal vs Ischaemia,0.137784091,0.142959435,0.051385752,0.254528864,0.117,0.96969697,0.03125,65
IR,3,RiseTime,Ischaemia vs Congestion,0.130756579,0.135273502,0.049286013,0.220335176,inf,0,1,70
Red,3,Amp_norm,Ischaemia vs Congestion,0.133345428,0.132955237,0.073936232,0.194972333,0.119084517,1,0.047169811,210
IR,3,Amp_norm,Ischaemia vs Congestion,0.128348214,0.131638657,0.074651419,0.201631559,0.1183991,1,0.028571429,134
IR,3,RiseFall_ratio,Ischaemia vs Congestion,0.115953947,0.119985143,0.041963167,0.198198198,0.256255743,0.96875,0.052631579,70
IR,9,Pulse_Area,Ischaemia vs Congestion,0.115824916,0.113536642,0.042891134,0.196232141,inf,0,1,111
IR,21,Amp_norm,Ischaemia vs Congestion,0.090614887,0.093074611,0.048572495,0.141849897,0.028530436,0.970873786,0.068627451,205
IR,3,RiseFall_ratio,Normal vs Congestion,0.082934609,0.089190323,0.026964286,0.191158499,0.2992987,0.96969697,0.052631579,71
IR,15,Amp_norm,Ischaemia vs Congestion,0.082568807,0.085021294,0.037382464,0.145177747,0.038829589,0.981651376,0.066666667,214
IR,3,RiseTime,Normal vs Congestion,0.057416268,0.063037925,0.000797353,0.142072994,0.1495,0.96969697,0.052631579,71
IR,9,Amp_norm,Ischaemia vs Congestion,0.023986218,0.022351248,0,0.062121046,inf,0,1,175
