Channel,Depth,Feature,Pair,AUC,AUC_bootstrap_mean,CI_lower,CI_upper,Cutoff,Sensitivity,Specificity,n_samples
Red,15,Amp_norm,Normal vs Congestion,0.46722164412070766,0.47020476012636936,0.32998574854092205,0.6062530062530063,0.3997924689606808,0.2903225806451613,0.7741935483870968,62
Red,15,Amp_norm,Ischaemia vs Congestion,0.31633714880332986,0.3232409473348281,0.1971569293478261,0.47303046218487405,inf,0.0,1.0,62
Red,21,Amp_norm,Normal vs Ischaemia,0.6884469696969697,0.6864839052923992,0.559819330199765,0.8286377921769881,0.2960776758401331,0.8484848484848485,0.53125,65
Red,21,Amp_norm,Normal vs Congestion,0.459280303030303,0.4597006736147549,0.3132791217173368,0.6224082792207793,0.3014680521081849,0.8181818181818182,0.3125,65
Red,21,Amp_norm,Ischaemia vs Congestion,0.279296875,0.27118078462685186,0.16117586350552945,0.40197669977081746,inf,0.0,1.0,64
IR,3,Amp_norm,Normal vs Ischaemia,1.0,1.0,0.9999999999999999,1.0,0.9711138797142312,1.0,1.0,126
IR,3,Amp_norm,Normal vs Congestion,1.0,1.0,0.9999999999999999,1.0,0.9711138797142312,1.0,1.0,127
IR,3,Amp_norm,Ischaemia vs Congestion,0.09325396825396826,0.0943503422799261,0.054383494886378794,0.15029377916675468,inf,0.0,1.0,127
IR,3,RiseTime,Normal vs Ischaemia,0.26310483870967744,0.25760517531122246,0.1496482060566162,0.378061995967742,0.1495,1.0,0.032258064516129004,63
IR,3,RiseTime,Normal vs Congestion,0.005859375,0.006140387522007091,0.0,0.019551779656143978,inf,0.0,1.0,64
IR,3,RiseTime,Ischaemia vs Congestion,0.08165322580645161,0.08676417872513215,0.029536251342642324,0.16364900686977302,inf,0.0,1.0,63
IR,3,FallTime,Normal vs Ischaemia,0.5,0.5015410784461205,0.46551724137931033,0.545124633431085,0.4995,0.96875,0.032258064516129004,63
IR,3,FallTime,Normal vs Congestion,0.49951171875,0.504664644499928,0.4583333333333333,0.5481224798387097,inf,0.0,1.0,64
IR,3,FallTime,Ischaemia vs Congestion,0.5,0.505384384832522,0.4623626373626374,0.5530172413793103,0.4975,1.0,0.03125,63
IR,3,PulseWidth,Normal vs Ischaemia,0.11441532258064516,0.11675418970569104,0.03417784706475183,0.23381007793316966,inf,0.0,1.0,63
IR,3,PulseWidth,Normal vs Congestion,0.0966796875,0.09982248337812752,0.031015059176823873,0.18183155080213906,inf,0.0,1.0,64
IR,3,PulseWidth,Ischaemia vs Congestion,0.5987903225806451,0.5993758694233343,0.45936327909542196,0.731713048855906,0.5245,0.5806451612903226,0.6875,63
IR,3,RiseFall_ratio,Normal vs Ischaemia,0.2933467741935484,0.2898189872428742,0.1804147829097426,0.4224672379032259,0.2992987001027025,1.0,0.032258064516129004,63
IR,3,RiseFall_ratio,Normal vs Congestion,0.0361328125,0.03195222063569139,0.0,0.1015975576447588,3.999898736740842,0.03125,1.0,64
IR,3,RiseFall_ratio,Ischaemia vs Congestion,0.07963709677419355,0.08449525031055018,0.026341518095441444,0.16074907235621524,inf,0.0,1.0,63
IR,3,Pulse_Area,Normal vs Ischaemia,0.96875,0.9669052948749516,0.8998214285714287,1.0,0.0012892285331100554,0.96875,1.0,63
IR,3,Pulse_Area,Normal vs Congestion,0.96875,0.9730273436542635,0.9116978609625669,1.0,0.0012892285331100554,0.96875,1.0,64
IR,3,Pulse_Area,Ischaemia vs Congestion,0.16733870967741934,0.17261860924879155,0.09431095949351527,0.26649309468359506,inf,0.0,1.0,63
IR,9,Amp_norm,Normal vs Ischaemia,1.0,1.0,0.9999999999999999,1.0,0.35951712125691787,1.0,1.0,78
IR,9,Amp_norm,Normal vs Congestion,0.9864130434782609,0.9854672342892584,0.9595014850801654,1.0,0.36149222275355425,0.9782608695652174,0.9375,78
IR,9,Amp_norm,Ischaemia vs Congestion,0.0,0.0,0.0,0.0,inf,0.0,1.0,64
IR,15,Amp_norm,Normal vs Ischaemia,1.0,1.0,0.9999999999999999,1.0,0.18450782363006618,1.0,1.0,62
IR,15,Amp_norm,Normal vs Congestion,1.0,1.0,0.9999999999999999,1.0,0.18450782363006618,1.0,1.0,62
IR,15,Amp_norm,Ischaemia vs Congestion,0.0,0.0,0.0,0.0,inf,0.0,1.0,62
IR,21,Amp_norm,Normal vs Ischaemia,1.0,1.0,0.9999999999999999,1.0,0.09897744201473399,1.0,1.0,65
IR,21,Amp_norm,Normal vs Congestion,0.6657196969696968,0.6700163558569061,0.5463995439538918,0.814707318155594,0.11168694372932873,0.5757575757575758,0.78125,65
IR,21,Amp_norm,Ischaemia vs Congestion,0.0,0.0,0.0,0.0,inf,0.0,1.0,64
